cell,group in,nuclide,mean,std. dev.
2,1,total,1.8497099378197779,0.0016767464404643143
2,2,total,0.7997286085068028,0.0004992428195764289
2,3,total,0.5858706416483972,0.00044421035166835655
2,4,total,0.16115310297218652,9.059393586419688e-05
